,rest_name,rest_type,loc,dine_rating,dine_reviews,delivery_rating,delivery_reviews,cost,cuisine 1,cuisine 2,cuisine 3,cuisine 4,cuisine 5,cuisine 6,cuisine 7,cuisine 8,t1,t2,l1,l2,l3,l4,l5,l6,l7,location
105,"P18
                                    ","['Lounge', 'Casual Dining']",Della Adventure Resort,3.9,125.0,3.8,0.0,1900,Finger Food,Asian,North Indian,,,,,,Lounge,Casual Dining,,,,,,,,Della Adventure Resort
106,"Malaa Spice
                                    ","['Casual Dining', 'Bar']",oregaon Par,4.7,4872.0,4.1,5311.0,1800,Salad,Asian,orean,Japanese,Vietnamese,Thai,Malaysian,,Casual Dining,Bar,Coctails, Mutton Chops, Salad, Lamb Chops, Wine, Fish, Apple Pie,oregaon Par
107,"TAHT  The Rooftop Lounge
                                    ","['Lounge', 'Casual Dining']",Chinchwad,3.7,226.0,3.5,116.0,1800,Finger Food,Chinese,North Indian,,,,,,Lounge,Casual Dining,Moctails, Tandoori Chicen, Brownie, Murgh Platter, Sea Food, Coctails, Murgh Angara,Chinchwad
108,"Mainland China
                                    ","['Casual Dining', 'Bar']","Hotel Shree Nanda Excellency, Aundh",4.4,952.0,4.2,765.0,1800,Thai,Japanese,Momos,Sushi,Asian,Chinese,,,Casual Dining,Bar,Dumplings, Sea Food, Jasmine Tea, Lamb, Momos, Lunch Buffet, Pan Fried Noodles, Aundh
109,"Carnival Restaurant And Bar
                                    ","['Lounge', 'Casual Dining']",Mundhwa,4.2,1845.0,3.9,433.0,1800,Beverages,Desserts,Mughlai,ebab,Continental,Chinese,North Indian,,Lounge,Casual Dining,Moctails, Pasta, Coctails, Sea Food, Chicen Rara, Tandoori Chicen, Murgh Dum ebab,Mundhwa
110,"Mainland China
                                    ","['Casual Dining', 'Bar']","Hotel Shree Nanda Excellency, Aundh",4.4,952.0,4.2,765.0,1800,Thai,Japanese,Momos,Sushi,Asian,Chinese,,,Casual Dining,Bar,Dumplings, Sea Food, Jasmine Tea, Lamb, Momos, Lunch Buffet, Pan Fried Noodles, Aundh
111,"Mainland China
                                    ","['Casual Dining', 'Bar']",Senapati Bapat Road,4.5,1346.0,4.5,556.0,1800,Thai,Japanese,Momos,Sushi,Asian,Chinese,,,Casual Dining,Bar,Dumplings, Fish, Moctails, T'sing Hoi Chicen, Crab Cae, Coctails, Jasmine Tea,Senapati Bapat Road
112,"Mainland China
                                    ",['Casual Dining'],"Amanora Town Centre, Hadapsar",4.3,932.0,4.3,742.0,1800,Thai,Japanese,Sushi,Asian,Chinese,,,,Casual Dining,,Noodle, Dumplings, Lunch Buffet, Pan Fried Noodles, Coctails, Momos, Moctails, Hadapsar
113,"Mainland China
                                    ",,Dhole Patil Road,4.3,0.0,3.8,0.0,1800,Thai,Japanese,Momos,Sushi,Asian,Chinese,,,,,,,,,,,,Dhole Patil Road
114,"Blue Water
                                    ","['Bar', 'Casual Dining']",Ravet,4.5,3352.0,4.2,1698.0,1800,Chinese,North Indian,,,,,,,Bar,Casual Dining,Moctails, Coctails, Veg Platter, Panipuri, Pasta, Biryani, Hot Chocolate Brownie,Ravet
115,"Planet 9
                                    ","['Bar', 'Casual Dining']",Bavdhan,4.4,788.0,3.3,49.0,1800,Biryani,Mughlai,North Indian,,,,,,Bar,Casual Dining,Biryani, Bannoffee Pie, Mushroom Tia, Noodle, Pasta, Moctails, Bhuna Gosht,Bavdhan
116,"Asia itchen By Mainland China
                                    ",,Senapati Bapat Road,3.6634499896458945,,3.8,0.0,1800,Chinese,Asian,,,,,,,,,,,,,,,,Senapati Bapat Road
117,"The RitzCarlton Tea Lounge: The RitzCarlton
                                    ",['Café'],"Ritz Carlton, Yerwada",3.9,48.0,3.8,0.0,1800,Desserts,Baery,Tea,Cafe,,,,,Café,,,,,,,,, Yerwada
118,"Botequim Cervejaria
                                    ","['Lounge', 'Casual Dining']",oregaon Par,3.9,123.0,3.9,71.0,1800,BBQ,Brazilian,Finger Food,,,,,,Lounge,Casual Dining,Coctails, Oreo Cheesecae, Beer, Wings, Por Momo, Fish, Burgers,oregaon Par
119,"Republic of Noodles  Lemon Tree Premier
                                    ",['Casual Dining'],Lemon Tree Hotel,3.9,42.0,3.8,0.0,1800,Mongolian,Thai,Chinese,,,,,,Casual Dining,,,,,,,,,Lemon Tree Hotel
120,"Mr Rabbit's Bar & Burrow
                                    ","['Bar', 'Casual Dining']",Baner,4.5,633.0,3.8,0.0,1800,South Indian,European,Continental,Finger Food,,,,,Bar,Casual Dining,Coctails, Tiramisu, Ravioli, Beer, Murgh Ghee Roast, Pizza, Brownie,Baner
121,"Pune Coctail Bar
                                    ","['Bar', 'Casual Dining']","The Pavillion, Senapati Bapat Road",4.0,345.0,3.9,40.0,1800,Maharashtrian,Italian,North Indian,Finger Food,Continental,Salad,,,Bar,Casual Dining,Coctails, Pizza, Chicen Lasagne, Moctails, Lamb, Potato Wedges, Cranberry Juice, Senapati Bapat Road
122,"1st Story  Bar. itchen. CoWor
                                    ","['Bar', 'Casual Dining']","Four Points by Sheraton, Viman Nagar",4.1,187.0,3.9,67.0,1800,TexMex,Asian,North Indian,Continental,,,,,Bar,Casual Dining,Momos, Coctails, Espresso Martini, Coffee, Salad, Moctails, Chicen Biryani, Viman Nagar
123,"Area 51
                                    ",['Club'],Pancard Clubs,3.9,720.0,3.8,0.0,1800,Finger Food,,,,,,,,Club,,Pasta, Fries, Beer, Mojito,,,,Pancard Clubs
124,"XOzero
                                    ","['Bar', 'Casual Dining']",Sus,4.2,781.0,3.8,0.0,1800,Continental,Chinese,North Indian,,,,,,Bar,Casual Dining,Moctails, Masala Peanuts, Biryani, Coctails, Butter Garlic Prawns, Fries, Chicen Bbq Wings,Sus
125,"Zero Gravity Bar N itchen
                                    ","['Bar', 'Casual Dining']",Pimple Saudagar,3.8,112.0,3.8,0.0,1800,Mughlai,Continental,Chinese,North Indian,,,,,Bar,Casual Dining,Veg Nachos, Pasta,,,,,,Pimple Saudagar
126,"Seven Treats Family Restaurant and Bar
                                    ",['Casual Dining'],Mundhwa,3.7,19.0,3.8,0.0,1800,Mughlai,South Indian,North Indian,,,,,,Casual Dining,,,,,,,,,Mundhwa
127,"Pub Le City
                                    ","['Pub', 'Casual Dining']","Amanora Town Centre, Hadapsar",4.3,1488.0,3.8,0.0,1800,Bar Food,Chinese,North Indian,Italian,,,,,Pub,Casual Dining,Beer, Murgh Platter, Nachos, Pizza, Potato Wedges, Veg Platter, Coctails, Hadapsar
128,"W6 Bar & Eatery
                                    ","['Bar', 'Casual Dining']","Pubtown, Creaticity Mall, Yerawada",3.6,22.0,3.8,0.0,1800,North Indian,Mexican,,,,,,,Bar,Casual Dining,,,,,,,, Yerawada
129,"Pinxx  Hotel Royal Orchid Central
                                    ",['Casual Dining'],Hotel Royal Orchid Central alyani Nagar,3.6,157.0,3.8,0.0,1800,Asian,North Indian,European,,,,,,Casual Dining,,Salad, Fish, Dal Mahani, Noodle, Coffee, Breafast Buffet, Lunch Buffet,Hotel Royal Orchid Central alyani Nagar
130,"Oceanus  The Corinthians
                                    ",['Café'],"The Corinthians, ondhawa",3.1,90.0,3.8,0.0,1800,Cafe,,,,,,,,Café,,Tea, Roti, Pasta,,,,, ondhawa
131,"It's Mirchi  Ramee Grand Hotel
                                    ",['Casual Dining'],"The Ramee Grand Hotel, Shivaji Nagar",3.8,161.0,3.8,0.0,1800,Finger Food,,,,,,,,Casual Dining,,Chicen Biryani, Wine,,,,,, Shivaji Nagar
132,"Smaaash
                                    ","['Bar', 'Casual Dining']","Phoenix Maret City, Viman Nagar",4.0,232.0,3.8,0.0,1800,Italian,Chinese,,,,,,,Bar,Casual Dining,Nachos, Moctails, Onion Rings, Coctails, Pasta, Brownie, Garlic Bread, Viman Nagar
133,"XOXO Club & Lounge
                                    ","['Bar', 'Casual Dining']",Viman Nagar,3.3,15.0,3.8,0.0,1800,Desserts,Chinese,Mediterranean,North Indian,Continental,,,,Bar,Casual Dining,,,,,,,,Viman Nagar
134,"FF  Fast N' Fresh  Crowne Plaza
                                    ",['Casual Dining'],"Crowne Plaza Pune City Centre, Bund Garden Road",3.6,33.0,3.8,0.0,1800,Chinese,,,,,,,,Casual Dining,,,,,,,,, Bund Garden Road
135,"Aqua Lounge  Hotel Aurora Towers
                                    ",['Lounge'],"Hotel Aurora Towers, Camp",3.5,36.0,3.8,0.0,1800,Finger Food,,,,,,,,Lounge,,,,,,,,, Camp
136,"Icebergs Bar  Hotel Eastin Easy
                                    ",['Bar'],Old MumbaiPune Highway,3.6634499896458945,,3.8,0.0,1800,Finger Food,,,,,,,,Bar,,,,,,,,,Old MumbaiPune Highway
137,"Gong
                                    ",['Casual Dining'],"Balewadi High Street, Baner",4.9,1727.0,4.4,602.0,1700,Sushi,Thai,Asian,,,,,,Casual Dining,,Dumplings, Chocolate Dome, Coctails, Ramen, hao Suey, Sushi Platter, Pad Thai, Baner
138,"Mezza 9
                                    ","['Casual Dining', 'Bar']",Hinjawadi,4.1,3937.0,3.8,4008.0,1700,Italian,Asian,Mughlai,Mexican,Continental,,,,Casual Dining,Bar,Moctails, Pasta, Dal Mahani, Nachos, Mutton Biryani, Coctails, Beer,Hinjawadi
139,"Swig
                                    ","['Bar', 'Casual Dining']","Balewadi High Street, Baner",3.9,204.0,3.8,0.0,1700,Italian,Continental,Finger Food,,,,,,Bar,Casual Dining,Garlic Chicen Tia, Ramen, Coctails,,,,, Baner
140,"Symphony
                                    ",['Casual Dining'],Pune University,4.0,500.0,4.3,3085.0,1700,Desserts,Thai,Fast Food,Continental,ebab,Malwani,Chinese,North Indian,Casual Dining,,Beer, Murgh Patiala, Sea Food, Coctails, Masala Papad, Chicen Biryani, Masala Prawn,Pune University
141,"Barbeque Nation  Sayaji Hotel
                                    ",['Casual Dining'],"Sayaji Hotels, Waad",4.6,3143.0,3.8,0.0,1700,BBQ,ebab,Salad,Mughlai,North Indian,,,,Casual Dining,,Fish, Gulab Jamun, Paan ulfi, Cajun Potato, Sea Food, Biryani, Crispy Corn, Waad
142,"Urbo
                                    ","['Lounge', 'Casual Dining']",Baner,4.2,952.0,3.8,0.0,1700,North Indian,Continental,,,,,,,Lounge,Casual Dining,Pizza, Coctails, Moctails, Brownie, Paneer Tia, Chole ulche, Salad,Baner
143,"Char Bar
                                    ","['Bar', 'Casual Dining']",Waad,3.7,30.0,3.8,0.0,1700,Mughlai,Asian,Italian,Mexican,Lebanese,Continental,,,Bar,Casual Dining,,,,,,,,Waad
144,"Hop In The Neighborhood Bar
                                    ",['Pub'],alyani Nagar,4.3,435.0,3.9,118.0,1700,Continental,Asian,North Indian,Italian,Bar Food,Finger Food,,,Pub,,Pizza, Burgers, Dhola Paoda, Coctails, Pasta, Fries, Sandwich,alyani Nagar
145,"Terttulia Bistro
                                    ","['Casual Dining', 'Bar']","Balewadi High Street, Baner",4.2,890.0,3.9,507.0,1700,Asian,Continental,Salad,Fast Food,Finger Food,European,,,Casual Dining,Bar,Pizza, Coctails, Sangria, arari Roti, Pasta, Salad, Nachos, Baner
146,"Turque  Sayaji Hotel
                                    ","['Casual Dining', 'Bar']","Sayaji Hotels, Waad",4.8,1321.0,3.9,92.0,1700,Salad,North Indian,Mughlai,Asian,,,,,Casual Dining,Bar,Moctails, Coctails, Chicen Chermoula, Dahi e ebab, Vegetable Biryani, Vegetarian, Asparagus Soup, Waad
147,"The Cult  Terra
                                    ","['Casual Dining', 'Bar']",Magarpatta,4.2,558.0,3.8,0.0,1700,Asian,Seafood,Italian,Lebanese,Continental,North Indian,,,Casual Dining,Bar,Dumplings, Cheesecae, Coctails, Pizza, Salad, Hyderabadi Biryani, Tiramisu,Magarpatta
148,"Up and Above
                                    ","['Bar', 'Casual Dining']",Bavdhan,2.0,465.0,3.8,0.0,1700,Chinese,Seafood,Continental,North Indian,,,,,Bar,Casual Dining,Paneer Tia Masala, Dal Tada, Manchow Soup, Sweet Corn Soup, Butter Naan, Beer, Masala Papad,Bavdhan
149,"MoMo Cafe  Courtyard By Marriott Pune Chaan
                                    ",['Casual Dining'],"Courtyard By Marriott, Chaan",4.0,160.0,3.8,0.0,1700,Momos,Salad,Italian,Chinese,North Indian,Continental,,,Casual Dining,,Waffles, hichda, Nalli Nihari, Chicen Biryani, Breafast Buffet, Misal Pav, Sandwich, Chaan
150,"Miyui  DoubleTree By Hilton
                                    ","['Casual Dining', 'Bar']",DoubleTree By Hilton Hotel,4.0,107.0,3.8,0.0,1700,Asian,Sushi,Japanese,,,,,,Casual Dining,Bar,Sushi, Sashimi, Salmon, Fish, Salad, Ramen, Tempura,DoubleTree By Hilton Hotel
151,"Salsa  The Corinthians
                                    ",['Casual Dining'],"The Corinthians, ondhawa",3.7,242.0,3.8,0.0,1700,Salad,North Indian,Italian,Mexican,Continental,,,,Casual Dining,,Salsa, Beer, Apple Cider, Nachos, Veggie Pizza, Salad, Paneer Tia, ondhawa
152,"The Square  Novotel
                                    ",['Fine Dining'],"Novotel, Nagar Road",4.2,448.0,3.8,0.0,1700,Italian,Asian,Mediterranean,Chinese,Continental,European,North Indian,,Fine Dining,,Salad, Pasta, Chaat, Fish, Lunch Buffet, Moctails, Biryani, Nagar Road
153,"स्पेस Bar
                                    ","['Bar', 'Casual Dining']",oregaon Par,4.0,227.0,3.8,0.0,1700,Continental,Chinese,North Indian,,,,,,Bar,Casual Dining,Coctails, Beer, Surmai Tava Fry, oliwada Prawn, Whisy Sour, Cheese Garlic Naan, Fish Finger,oregaon Par
154,"Panorama Cafe
                                    ",['Café'],"The Dues Retreat, handala",3.0,52.0,3.8,0.0,1700,Cafe,,,,,,,,Café,,Club Sandwich,,,,,,, handala
155,"Sunrise Restaurant
                                    ",['Bar'],Hinjawadi,2.5,15.0,3.8,0.0,1700,Chinese,North Indian,,,,,,,Bar,,,,,,,,,Hinjawadi
156,"Amalfi  Ambrosia Resort & Spa
                                    ",['Casual Dining'],Ambrosia Resort and Spa,4.0,205.0,2.6,52.0,1700,Mediterranean,Italian,,,,,,,Casual Dining,,Pizza, Pasta, Bruschettas, Cheesecae, Ravioli, Coctails, Salad,Ambrosia Resort and Spa
157,"Chequered Flag
                                    ","['Lounge', 'Bar']","Hotel Sagar Plaza, Camp Area, Pune",3.4,41.0,3.8,0.0,1700,Continental,Chinese,North Indian,Finger Food,,,,,Lounge,Bar,Spring Roll, Bread Pudding, Biryani,,,,, Pune
158,"Duchess
                                    ",['Casual Dining'],Lonavala,3.3,11.0,3.8,0.0,1700,Chinese,Italian,North Indian,American,,,,,Casual Dining,,,,,,,,,Lonavala
159,"Nirvana Lounge Bar  The Grand Tamanna Hotel
                                    ","['Bar', 'Casual Dining']",Hinjawadi,3.6,99.0,3.8,0.0,1700,Fast Food,Chinese,Salad,North Indian,,,,,Bar,Casual Dining,Beer,,,,,,,Hinjawadi
160,"Celebration  Mercure
                                    ",['Casual Dining'],"Hotel Mercure, Lavasa",3.9,178.0,3.8,0.0,1700,Continental,Chinese,North Indian,,,,,,Casual Dining,,Breafast Buffet, Chicen Tia, Moctails, Noodle, Biryani, Salad, Coctails, Lavasa
161,"The 3 Museteers Sy Gallary
                                    ","['Casual Dining', 'Bar']",othrud,3.6634499896458945,,3.8,0.0,1700,Beverages,Chinese,Continental,,,,,,Casual Dining,Bar,,,,,,,,othrud
162,"Raaga Imperio
                                    ",['Casual Dining'],Dange Chow,4.2,444.0,3.7,82.0,1700,Desserts,Seafood,Continental,Chinese,North Indian,,,,Casual Dining,,Butter Naan, Veg Dum Biryani, Pasta,,,,,Dange Chow
163,"Midtown Bar & Lounge
                                    ","['Lounge', 'Casual Dining']",Viman Nagar,4.2,691.0,3.8,0.0,1700,Salad,Mediterranean,Chinese,North Indian,Continental,,,,Lounge,Casual Dining,Coctails, Moctails, Pizza, Potato Wedges, Beer, Nachos, Cheese Corn Balls,Viman Nagar
164,"Vyanjan
                                    ",['Casual Dining'],Lavasa,3.6,30.0,3.8,0.0,1650,Fast Food,Chinese,North Indian,,,,,,Casual Dining,,,,,,,,,Lavasa
165,"Time After Time  The Central Par Hotel
                                    ",['Casual Dining'],"The Central Par Hotel, Bund Garden Road",3.9,344.0,3.7,65.0,1600,Italian,European,Thai,Chinese,North Indian,,,,Casual Dining,,Salad, Breafast Buffet, Pudding, Gulab Jamun, Pasta, Croissant,, Bund Garden Road
166,"The Urban Foundry
                                    ","['Bar', 'Casual Dining']",Baner,4.6,3912.0,3.8,0.0,1600,Fast Food,Asian,North Indian,Bar Food,,,,,Bar,Casual Dining,Coctails, Pizza, Beer, Soya Chaap, Moctails, Thai Chicen, Biryani,Baner
167,"Sarjaa
                                    ","['Casual Dining', 'Bar']",Aundh,4.0,309.0,4.2,295.0,1600,Beverages,Mughlai,North Indian,,,,,,Casual Dining,Bar,Butter Chicen, Chicen Tia Biryani, Spring Roll, Masala Tia, Masala Papad, Dal Mahani, Cheese Tia,Aundh
168,"Cream Centre
                                    ",['Casual Dining'],Baner,3.8,462.0,3.4,240.0,1600,Street Food,Mexican,Italian,North Indian,,,,,Casual Dining,,Nachos, Pav Bhaji, Biryani, Brownie, Ragda Patty, Pasta, Chole Bhature,Baner
169,"Smoe House Deli
                                    ",,Shivaji Nagar,3.6634499896458945,,3.8,0.0,1600,Salad,American,Italian,European,,,,,,,,,,,,,,Shivaji Nagar
170,"Dario's
                                    ",['Casual Dining'],oregaon Par,4.5,3420.0,3.7,1847.0,1600,Beverages,Healthy Food,Salad,Mexican,Continental,Italian,,,Casual Dining,,Pasta, Pizza, Nachos, Tiramisu, Risotto, Salad, Ravioli,oregaon Par
171,"Déjà Vu Bistro
                                    ","['Casual Dining', 'Bar']",Hinjawadi,3.9,638.0,3.8,0.0,1600,Seafood,Italian,North Indian,Continental,Chinese,,,,Casual Dining,Bar,Coctails, Dal Tada, Pizza, Moctails, Tia, Tandoori Chicen, Cheese French Fries,Hinjawadi
172,"Shizusan
                                    ",['Casual Dining'],"Phoenix Maret City, Viman Nagar",4.6,1645.0,4.4,653.0,1600,Asian,Chinese,orean,Thai,Vietnamese,Sushi,Japanese,,Casual Dining,,Sushi, Dumplings, Rainbow Mai, Moctails, Fish, Pad Thai Noodle, Chicen Satay, Viman Nagar
173,"oita
                                    ","['Casual Dining', 'Bar']",Hadapsar,4.1,551.0,3.9,1842.0,1600,Mughlai,North Indian,Continental,Asian,,,,,Casual Dining,Bar,Moctails, Roti, Coctails, Fish, Mata Biryani, Chicen Sherdil, Masala Papad,Hadapsar
174,"B Dazzld
                                    ",['Bar'],Waad,4.0,247.0,2.9,51.0,1600,Beverages,Chinese,Continental,North Indian,,,,,Bar,,Moctails, Nachos, Coctails, Dal Mahani, Blueberry Cheesecae, Tia, Naan,Waad
175,"The Eye Club Resto Lounge & Bar  Hotel Hindusthan...
                                    ","['Lounge', 'Casual Dining']","Hotel Hindusthan International, Viman Nagar",3.1,189.0,3.8,0.0,1600,Beverages,Italian,Continental,Chinese,North Indian,,,,Lounge,Casual Dining,Salad, Tiramisu, Tea, Sandwich, Fish Tia, Noodle,, Viman Nagar
176,"Tipzo
                                    ","['Bar', 'Casual Dining']",Pashan,3.9,121.0,3.8,0.0,1600,Italian,North Indian,Continental,,,,,,Bar,Casual Dining,Pizza, Coctails, Fries, Moctails, Bruschettas, Bbq Chicen,,Pashan
177,"Deewan hana
                                    ",['Casual Dining'],Balewadi,4.1,318.0,3.2,299.0,1600,North Indian,Maharashtrian,Seafood,,,,,,Casual Dining,,Mutton Thali, Non Veg Thali, Sol adhi, Chicen eema, Sea Food, Sev Bhaji, Fish Curry,Balewadi
178,"11 East Street Cafe
                                    ","['Casual Dining', 'Bar']",East Street,4.2,3898.0,3.9,1236.0,1600,Seafood,Chinese,Goan,Mughlai,Continental,Cuisine Varies,Cafe,,Casual Dining,Bar,Pasta, Pizza, Coctails, Bacardi Chicen, Moctails, Beer, Nachos,East Street
179,"Azzurro
                                    ","['Pub', 'Casual Dining']",Baner,4.0,1082.0,3.8,0.0,1600,Mughlai,North Indian,Asian,Continental,,,,,Pub,Casual Dining,Coctails, Moctails, Pasta, Salsa, Chicen Tia, Chicen Wings, Pizza,Baner
180,"Bird Valley
                                    ","['Casual Dining', 'Bar']",Chinchwad,3.5,58.0,3.5,42.0,1600,Continental,North Indian,,,,,,,Casual Dining,Bar,,,,,,,,Chinchwad
181,"ManaliFamily Resto Bar
                                    ","['Casual Dining', 'Bar']",Baner,4.1,653.0,4.1,193.0,1600,Sandwich,Italian,Seafood,Chinese,Mughlai,North Indian,,,Casual Dining,Bar,Paan Shot, Peri Peri Chicen, Paneer Lababdar, Noodle, Spring Roll, Moctails, Masala Papad,Baner
